PERID,GENDER,COUNTRY_OF_BIRTH,NATIONALITY,RESIGN_DATE,RESIGNED,RESIGNATION_MTH,RESIGNATION_QTR,RESIGNATION_YEAR,AGE,AGE_GROUPING,MARITAL_STATUS,RANK_GRADE,RANK_GROUPING,YEARS_IN_GRADE,STATUS,EMPLOYEE_GROUP,PARENT_SERVICE,SERVICE_SUB_AREA,SERVICE_TYPE,YEARS_OF_SERVICE,VOC,UNIT,NO_OF_KIDS,MIN_CHILD_AGE,AVE_CHILD_AGE,HSP_ESTABLISHMENT,HSP_CERTIFICATE,HSP_CERT_RANK,HSP_CERT_DESC,UPGRADED_LAST_3_YRS,UPGRADED_CERT_3_YRS,UPGRADED_CERT_DESC_3_YRS,MARRIED_WITHIN_2_YEARS,DIVORCE_WITHIN_2_YEARS,DIVORCE_REMARRIED_WITHIN_2_YEARS,PROMO_LAST_5_YRS,PROMO_LAST_4_YRS,PROMO_LAST_3_YRS,PROMO_LAST_2_YRS,PROMO_LAST_1_YR,UNIT_CHG_LAST_3_YRS,UNIT_CHG_LAST_2_YRS,UNIT_CHG_LAST_1_YR,AWARDS_RECEIVED,HOUSING_TYPE,HOUSING_GROUP,HOUSING_RANK,PREV_HOUSING_TYPE,MOVE_HOUSE_T_2,HOUSE_UPG_DGRD,IPPT_SCORE,PES_SCORE,HOMETOWORKDIST,SVC_INJURY_TYPE,TOT_PERC_INC_LAST_1_YR,BAS_PERC_INC_LAST_1_YR
10000159,Male,Singapore,Singaporean,NA,0,NA,NA,NA,48,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE F,SERVICE B,MDES,31.41666667,VOCATION 16,UNIT 262,4,21,22,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,2,3-ROOM,PUBLIC,3,NONE,NO,0,1,3,10.39,2,-14.90461995,7.442713846
10000160,Male,Singapore,Singaporean,20/06/2011,1,6,Q2,2011,44,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,2,ACTIVE,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,SAVER-EOS,23.25,VOCATION 78,UNIT 247,1,18,18,University,Pass Degree,8,BACHELOR OF SCIENCE,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,2,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,3,5,6.12,0,0,0
10000161,Male,Singapore,Singaporean,NA,0,NA,NA,NA,51,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,32.91666667,VOCATION 12,UNIT 17,1,26,26,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,0,3,5.11,0,3.641133927,9.274734895
10000163,Male,Singapore,Singaporean,04/06/2013,1,6,Q2,2013,50,40 and Above,Marr.,RANK 22,MIDDLE ME,3,WITHDRAWN,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,32.16666667,VOCATION 237,UNIT 335,4,19,19,Technical Education,ITE/Poly Certificate,5,STEELWORK,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,NO,2,3-ROOM,PUBLIC,3,NONE,NO,0,1,3,22.53,0,6.398062589,6.969961931
10000164,Male,Singapore,Singaporean,01/04/2011,1,4,Q2,2011,49,40 and Above,Marr.,RANK 30,MIDDLE WOSE,7,WITHDRAWN,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,25.83333333,VOCATION 289,UNIT 419,1,13,13,Primary,PSLE/PSPE,2,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,0,3,21.02,0,0,0
10000166,Male,Singapore,Singaporean,NA,0,NA,NA,NA,50,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,31.41666667,VOCATION 12,UNIT 110,3,21,23.33333333,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,2,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,14.71,0,-16.66445593,7.089410942
10000168,Male,Singapore,Singaporean,NA,0,NA,NA,NA,51,40 and Above,Marr.,RANK 23,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,32.75,VOCATION 31,UNIT 54,2,12,13.5,Technical Education,ITE/Poly Certificate,5,DIESEL MECHANICAL,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,NO,NO,NO,8,4-ROOM,PUBLIC,4,NONE,NO,0,2,3,34.21,0,-7.0529893,7.665350262
10000170,Male,Singapore,Singaporean,NA,0,NA,NA,NA,55,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,35.83333333,VOCATION 12,UNIT 111,3,19,21.33333333,Secondary,GCE 'N' Level,3,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,1,17.23960153,0,-9.04337715,6.922416306
10000172,Male,Singapore,Singaporean,NA,0,NA,NA,NA,54,40 and Above,Marr.,RANK 31,SENIOR WOSE,7,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,36.41666667,VOCATION 293,UNIT 283,1,25,25,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,3,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,17.23960153,0,-30.03273985,-23.35691192
10000173,Male,Singapore,Singaporean,NA,0,NA,NA,NA,54,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,35.33333333,VOCATION 12,UNIT 111,3,14,16.66666667,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,3,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,1,17.23960153,0,-6.95387262,11.07891743
10000175,Male,Singapore,Singaporean,19/10/2010,1,10,Q4,2010,50,40 and Above,Marr.,RANK 22,MIDDLE ME,0,WITHDRAWN,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,34.33333333,VOCATION 236,UNIT 274,2,16,17.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,1,1,17.23960153,0,0,0
10000178,Male,Singapore,Singaporean,NA,0,NA,NA,NA,42,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE F,SERVICE B,MDES,25.16666667,VOCATION 12,UNIT 260,1,17,17,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,5,3-ROOM,PUBLIC,3,NONE,NO,0,0,3,13.05,0,-10.22926488,9.2401467
10000182,Male,Singapore,Singaporean,NA,0,NA,NA,NA,44,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,6,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,24.91666667,VOCATION 137,UNIT 244,4,6,9.25,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,LANDED,PRIVATE,8,NONE,NO,0,2,5,15.62,0,-10.95978247,10.3682882
10000184,Male,Singapore,Singaporean,NA,0,NA,NA,NA,41,40 and Above,Marr.,RANK 10,SENIOR OFFICER,0,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,23.66666667,VOCATION 203,UNIT 179,3,8,9.333333333,University,Honours Degree,9,BACHELOR OF ENGINEERING (FIRST CLASS HONOURS),NO,NONE,NONE,NO,NO,NO,2,2,2,2,1,YES,NO,NO,2,LANDED,PRIVATE,8,NONE,NO,0,2,3,24.74,0,-17.00731348,9.486072667
10000188,Male,Singapore,Singaporean,08/09/2012,1,9,Q3,2012,40,36 to 40,Marr.,RANK 39,MIDDLE WOSE,7,WITHDRAWN,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,3,VOCATION 92,UNIT 228,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,5.88,0,-43.14612567,-19.67663259
10000190,Male,Singapore,Singaporean,NA,0,NA,NA,NA,41,40 and Above,Marr.,RANK 5,MIDDLE WOSE,2,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,22.33333333,VOCATION 70,UNIT 298,3,5,7.666666667,Secondary,GCE 'N' Level,3,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,2,2,1,0,0,YES,YES,NO,3,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,4,15.32,0,-25.91953968,-22.44295316
10000192,Male,Singapore,Singaporean,NA,0,NA,NA,NA,44,40 and Above,Marr.,RANK 21,JUNIOR ME,3,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,22.66666667,VOCATION 154,UNIT 398,2,5,9,Diploma,Diploma,6,DIPLOMA IN BUSINESS STUDIES,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,34.53,0,-6.644351134,6.784918474
10000194,Male,Singapore,Singaporean,NA,0,NA,NA,NA,44,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,4,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,21.58333333,VOCATION 109,UNIT 229,1,13,13,Diploma,Diploma,6,DIPLOMA IN BUSINESS STUDIES,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,YES,1,LANDED,PRIVATE,8,NONE,NO,0,2,5,18.88,0,-9.360754288,10.77470226
10000195,Male,Singapore,Singaporean,NA,0,NA,NA,NA,41,40 and Above,Marr.,RANK 27,SENIOR ME,3,ACTIVE,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,21.08333333,VOCATION 59,UNIT 294,2,2,7,University,Master,10,MASTER OF TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,YES,4,EXECUTIVE,PUBLIC,6,NONE,NO,0,3,5,22.47,0,-7.224066385,7.819540476
10000197,Male,Singapore,Singaporean,12/04/2013,1,4,Q2,2013,45,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,10,ACTIVE,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,Full CPF (SAVER-EOS),25.58333333,VOCATION 252,UNIT 262,1,12,12,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,5,5.07,0,-21.04018519,4.980236266
10000198,Male,Singapore,Singaporean,NA,0,NA,NA,NA,46,40 and Above,Marr.,RANK 27,SENIOR ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,24.25,VOCATION 234,UNIT 318,3,4,11.66666667,University,Honours Degree,9,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (UPPER)),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,EXECUTIVE,PUBLIC,6,NONE,NO,0,3,4,23.03,0,-13.30455121,7.514052738
10000199,Male,Singapore,Singaporean,NA,0,NA,NA,NA,45,40 and Above,Marr.,RANK 22,MIDDLE ME,2,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,25.16666667,VOCATION 12,UNIT 93,2,9,11.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,NO,1,5-ROOM,PUBLIC,5,3-ROOM,YES,2,0,3,11.76,0,-6.902783305,6.662677239
10000201,Male,Singapore,Singaporean,NA,0,NA,NA,NA,49,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,31.41666667,VOCATION 12,UNIT 115,2,17,18.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,2,EXECUTIVE,PUBLIC,6,4-ROOM,YES,2,1,4,17.23960153,0,-14.20267951,8.746690323
10000203,Male,Singapore,Singaporean,NA,0,NA,NA,NA,48,40 and Above,Marr.,RANK 27,SENIOR ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,28.16666667,VOCATION 234,UNIT 266,2,14,15.5,University,Honours Degree,9,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,3,17.23960153,0,-11.0675928,6.163962985
10000204,Male,Singapore,Singaporean,NA,0,NA,NA,NA,47,40 and Above,Marr.,RANK 5,MIDDLE WOSE,12,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,28.41666667,VOCATION 125,UNIT 391,2,13,15.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,4,5-ROOM,PUBLIC,5,NONE,NO,0,1,5,19.19,0,-29.34118608,-24.48286225
10000205,Male,Singapore,Singaporean,NA,0,NA,NA,NA,46,40 and Above,Marr.,RANK 2,MIDDLE WOSE,5,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,29.58333333,VOCATION 125,UNIT 229,1,21,21,Diploma,Diploma,6,SPECIALIST DIPLOMA IN LEARNING AND INSTRUCTION,YES,Diploma,SPECIALIST DIPLOMA IN LEARNING AND INSTRUCTION,NO,NO,NO,0,0,0,0,0,YES,YES,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,3,5,9.32,0,-39.89772891,-23.0539012
10000206,Male,Singapore,Singaporean,02/02/2011,1,2,Q1,2011,43,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,8,ACTIVE,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,SAVER-EOS,23.66666667,VOCATION 127,UNIT 181,1,9,9,University,Pass Degree,8,BACHELOR OF BUSINESS ADMINISTRATION,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,3,4,17.23960153,0,0,0
10000207,Male,Singapore,Singaporean,NA,0,NA,NA,NA,45,40 and Above,Marr.,RANK 26,SENIOR ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,25.41666667,VOCATION 11,UNIT 124,0,0,0,University,Honours Degree,9,BACHELOR OF SCIENCE WITH HONOURS UPPER SECOND CLASS IN ENGINEERING BUSINESS MANAGMENT,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,4,12.43,0,-18.54599662,1.076197053
10000208,Male,Singapore,Singaporean,NA,0,NA,NA,NA,46,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,22.16666667,VOCATION 12,UNIT 29,2,6,8,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,7,5-ROOM,PUBLIC,5,NONE,NO,0,2,5,23.18,0,-17.18463339,9.837143476
10000209,Male,Singapore,Singaporean,NA,0,NA,NA,NA,47,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,17.75,VOCATION 12,UNIT 109,1,12,12,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,NO,3,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,4,20.34,0,-8.940841298,9.120177758
10000210,Male,Singapore,Singaporean,NA,0,NA,NA,NA,45,40 and Above,Marr.,RANK 2,MIDDLE WOSE,0,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,27.41666667,VOCATION 114,UNIT 126,3,10,15.33333333,Diploma,Advanced Diploma,7,SPECIALIST ADVANCED DIPLOMA IN LEARNING AND INSTRUCTION,YES,Advanced Diploma,SPECIALIST ADVANCED DIPLOMA IN LEARNING AND INSTRUCTION,NO,NO,NO,1,1,1,1,1,NO,NO,NO,6,5-ROOM,PUBLIC,5,NONE,NO,0,2,5,12.93,0,-30.53379256,-22.38418602
10000213,Male,Singapore,Singaporean,NA,0,NA,NA,NA,51,40 and Above,Marr.,RANK 23,MIDDLE ME,0,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,34.58333333,VOCATION 12,UNIT 109,2,15,17.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,NO,3,5-ROOM,PUBLIC,5,NONE,NO,0,2,3,27.55,0,-5.535998896,11.07888577
10000215,Male,Singapore,Singaporean,NA,0,NA,NA,NA,52,40 and Above,Marr.,RANK 5,MIDDLE WOSE,13,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,34.08333333,VOCATION 264,UNIT 248,2,21,22.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,3,0,0,-30.13920442,-24.48286225
10000218,Male,Singapore,Singaporean,NA,0,NA,NA,NA,50,40 and Above,Marr.,RANK 23,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,32.83333333,VOCATION 236,UNIT 265,2,20,20.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,3,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,1,17.23960153,0,-5.201136655,7.463995669
10000221,Male,Singapore,Singaporean,NA,0,NA,NA,NA,52,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,30.16666667,VOCATION 59,UNIT 63,3,12,19.66666667,Technical Education,NTC2/NITEC,5,VEHICLE MECHANICS,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,5-ROOM,PUBLIC,5,NONE,NO,0,0,3,2.38,0,-11.0517346,6.949196422
10000222,Male,Singapore,Singaporean,NA,0,NA,NA,NA,51,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,34.33333333,VOCATION 12,UNIT 109,4,10,13.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,2,1,23.76,0,0.616920635,6.95113582
10000223,Male,Malaysia,Singaporean,01/07/2010,1,7,Q3,2010,55,40 and Above,Marr.,RANK 22,MIDDLE ME,0,WITHDRAWN,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,37.5,VOCATION 59,UNIT 136,1,31,31,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,3-ROOM,PUBLIC,3,NONE,NO,0,1,3,17.23960153,0,0,0
10000224,Male,China,Singaporean,NA,0,NA,NA,NA,55,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,37.5,VOCATION 236,UNIT 301,3,16,20,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS AND COMMUNICATION ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,2,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,1,16.72,0,-9.110408873,6.119505387
10000225,Male,Singapore,Singaporean,04/05/2010,1,5,Q2,2010,51,40 and Above,Marr.,RANK 2,MIDDLE WOSE,6,WITHDRAWN,MILITARY REGULARS,SERVICE D,SERVICE C,Premium Plan 2,32.75,VOCATION 4,UNIT 156,2,25,26.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,28.59,0,0,0
10000227,Male,Singapore,Singaporean,NA,0,NA,NA,NA,43,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,22.41666667,VOCATION 236,UNIT 405,2,12,14,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS AND COMMUNICATION ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,1,14.89,0,-6.336644496,6.650758724
10000228,Male,Singapore,Singaporean,NA,0,NA,NA,NA,42,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,21.16666667,VOCATION 31,UNIT 52,1,8,8,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,YES,1,4-ROOM,PUBLIC,4,5-ROOM,YES,-1,2,4,14.17,0,-18.8616869,8.077936513
10000229,Male,Singapore,Singaporean,NA,0,NA,NA,NA,44,40 and Above,Marr.,RANK 31,SENIOR WOSE,1,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,25.16666667,VOCATION 94,UNIT 183,2,15,16,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,NO,NO,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,2,5,15.14,0,-28.18927766,-21.8483984
10000230,Male,Singapore,Singaporean,02/05/2010,1,5,Q2,2010,40,36 to 40,Divorc,RANK 30,MIDDLE WOSE,2,WITHDRAWN,MILITARY REGULARS,SERVICE C,SERVICE C,Premium Plan 2,19.91666667,VOCATION 39,UNIT 186,1,13,13,Secondary,GCE 'N' Level,3,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,NO,NO,NO,1,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,0,0,0,0
10000231,Male,Singapore,Singaporean,NA,0,NA,NA,NA,40,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,4,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,19,VOCATION 253,UNIT 273,2,8,9.5,Diploma,Diploma,6,DIPLOMA IN BUILDING SERVICES ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,21.72,0,-10.149782,10.33072814
10000232,Male,Singapore,Singaporean,NA,0,NA,NA,NA,42,40 and Above,Marr.,RANK 21,JUNIOR ME,3,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,22.16666667,VOCATION 59,UNIT 304,3,11,16.66666667,Secondary,GCE 'N' Level,3,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,4-ROOM,YES,1,2,3,17.23960153,0,-11.12723784,7.535367925
10000233,Male,Singapore,Singaporean,02/10/2013,1,10,Q4,2013,40,36 to 40,Marr.,RANK 12,MIDDLE OFFICER,7,ACTIVE,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,SAVER-EOS,19.25,VOCATION 109,UNIT 135,1,7,7,Diploma,Diploma,6,DIPLOMA IN CIVIL AND STRUCTURAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,21.29,0,-13.02169344,7.606751298
10000234,Male,Singapore,Singaporean,01/10/2013,1,10,Q4,2013,44,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,8,ACTIVE,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,SAVER-EOS,22.58333333,VOCATION 127,UNIT 174,3,11,14,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,26.77,0,-23.78061952,6.968630949
10000235,Male,Singapore,Singaporean,NA,0,NA,NA,NA,42,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,23.66666667,VOCATION 236,UNIT 218,2,11,13.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,1,5,21.33,0,-12.51222031,7.371243132
10000238,Male,Singapore,Singaporean,NA,0,NA,NA,NA,43,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,5,ACTIVE,MILITARY REGULARS,SERVICE C,SERVICE C,SAVER-EOS,23.08333333,VOCATION 262,UNIT 297,4,6,8.75,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,10.82,0,-12.62351564,9.73681075
10000239,Male,Singapore,Singaporean,NA,0,NA,NA,NA,42,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,3,ACTIVE,MILITARY REGULARS,SERVICE C,SERVICE B,SAVER-EOS,19.66666667,VOCATION 10,UNIT 295,2,8,9.5,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,NO,NO,NO,3,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,4,16.86,0,-11.33053555,10.35437891
10000240,Male,Singapore,Singaporean,NA,0,NA,NA,NA,46,40 and Above,Marr.,RANK 38,SENIOR OFFICER,1,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),27.41666667,VOCATION 68,UNIT 275,2,12,13,University,Honours Degree,9,BACHELOR OF SCIENCE (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,2,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,13.41,0,-16.38783306,8.541942991
10000241,Male,Singapore,Singaporean,NA,0,NA,NA,NA,49,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,12,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),30.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
